Class	Length	Reads
GtRNAdb-tRNA_Unmatch_Genome	33	665.00
GtRNAdb-tRNA_Unmatch_Genome	34	198.00
GtRNAdb-tRNA_Unmatch_Genome	35	135.00
GtRNAdb-tRNA_Unmatch_Genome	36	106.00
GtRNAdb-tRNA_Unmatch_Genome	37	84.00
GtRNAdb-tRNA_Unmatch_Genome	38	36.00
GtRNAdb-tRNA_Unmatch_Genome	39	55.00
GtRNAdb-tRNA_Unmatch_Genome	40	55.00
GtRNAdb-tRNA_Unmatch_Genome	41	37.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	21	2.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	23	12.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	24	56.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	25	56.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	26	171.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	27	679.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	28	3021.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	29	4709.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	30	1307.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	31	3123.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	32	963.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	33	587.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	34	90.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	35	39.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	36	3.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	38	1.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	39	1.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	40	2.00
GtRNAdb-tRNA_5_end_Unmatch_Genome	41	1.00
GtRNAdb-tRNA_3_end_Unmatch_Genome	22	0.17
GtRNAdb-tRNA_3_end_Unmatch_Genome	24	2.00
GtRNAdb-tRNA_3_end_Unmatch_Genome	25	1.00
GtRNAdb-tRNA_3_end_Unmatch_Genome	26	4.00
GtRNAdb-tRNA_3_end_Unmatch_Genome	27	3.00
GtRNAdb-tRNA_3_end_Unmatch_Genome	38	1.50
GtRNAdb-tRNA_3_end_Unmatch_Genome	40	0.75
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	17	1.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	18	53.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	19	45.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	20	217.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	21	34.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	22	3409.50
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	23	39.20
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	24	58.31
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	25	4.31
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	26	1.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	27	13.92
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	28	4.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	29	6.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	30	52.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	31	11.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	32	186.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	33	38.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	34	101.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	35	67.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	36	59.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	37	29.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	38	5.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	39	35.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	40	17.00
GtRNAdb-tRNA_CCA_end_Unmatch_Genome	41	1.00
piRNAdb-piRNA_Match_Genome	17	13837.00
piRNAdb-piRNA_Match_Genome	18	10328.00
piRNAdb-piRNA_Match_Genome	19	8342.00
piRNAdb-piRNA_Match_Genome	20	7388.00
piRNAdb-piRNA_Match_Genome	21	7325.00
piRNAdb-piRNA_Match_Genome	22	8006.00
piRNAdb-piRNA_Match_Genome	23	6925.00
piRNAdb-piRNA_Match_Genome	24	6350.00
piRNAdb-piRNA_Match_Genome	25	5891.00
piRNAdb-piRNA_Match_Genome	26	5794.00
piRNAdb-piRNA_Match_Genome	27	6368.00
piRNAdb-piRNA_Match_Genome	28	7679.00
piRNAdb-piRNA_Match_Genome	29	11269.00
piRNAdb-piRNA_Match_Genome	30	16061.00
piRNAdb-piRNA_Match_Genome	31	18035.00
piRNAdb-piRNA_Match_Genome	32	7043.00
piRNAdb-piRNA_Match_Genome	33	1232.00
piRNAdb-piRNA_Match_Genome	34	1343.00
piRNAdb-piRNA_Match_Genome	35	17.00
piRNAdb-piRNA_Unmatch_Genome	17	332.00
piRNAdb-piRNA_Unmatch_Genome	18	1024.00
piRNAdb-piRNA_Unmatch_Genome	19	1508.00
piRNAdb-piRNA_Unmatch_Genome	20	3762.00
piRNAdb-piRNA_Unmatch_Genome	21	2253.00
piRNAdb-piRNA_Unmatch_Genome	22	2229.00
piRNAdb-piRNA_Unmatch_Genome	23	2962.00
piRNAdb-piRNA_Unmatch_Genome	24	4090.00
piRNAdb-piRNA_Unmatch_Genome	25	6572.00
piRNAdb-piRNA_Unmatch_Genome	26	24234.00
piRNAdb-piRNA_Unmatch_Genome	27	85953.00
piRNAdb-piRNA_Unmatch_Genome	28	100270.00
piRNAdb-piRNA_Unmatch_Genome	29	348589.00
piRNAdb-piRNA_Unmatch_Genome	30	135150.00
piRNAdb-piRNA_Unmatch_Genome	31	23400.00
piRNAdb-piRNA_Unmatch_Genome	32	12016.00
piRNAdb-piRNA_Unmatch_Genome	33	4340.00
piRNAdb-piRNA_Unmatch_Genome	34	213.00
ensembl-Mt_rRNA_Match_Genome	17	264.50
ensembl-Mt_rRNA_Match_Genome	18	385.00
ensembl-Mt_rRNA_Match_Genome	19	562.50
ensembl-Mt_rRNA_Match_Genome	20	3467.00
ensembl-Mt_rRNA_Match_Genome	21	1001.00
ensembl-Mt_rRNA_Match_Genome	22	421.00
ensembl-Mt_rRNA_Match_Genome	23	643.00
ensembl-Mt_rRNA_Match_Genome	24	682.00
ensembl-Mt_rRNA_Match_Genome	25	717.00
ensembl-Mt_rRNA_Match_Genome	26	709.00
ensembl-Mt_rRNA_Match_Genome	27	1005.00
ensembl-Mt_rRNA_Match_Genome	28	1148.00
ensembl-Mt_rRNA_Match_Genome	29	1353.00
ensembl-Mt_rRNA_Match_Genome	30	1635.00
ensembl-Mt_rRNA_Match_Genome	31	1521.00
ensembl-Mt_rRNA_Match_Genome	32	1366.00
ensembl-Mt_rRNA_Match_Genome	33	1315.00
ensembl-Mt_rRNA_Match_Genome	34	1314.00
ensembl-Mt_rRNA_Match_Genome	35	1729.00
ensembl-Mt_rRNA_Match_Genome	36	1274.00
ensembl-Mt_rRNA_Match_Genome	37	1341.00
ensembl-Mt_rRNA_Match_Genome	38	1407.00
ensembl-Mt_rRNA_Match_Genome	39	1396.00
ensembl-Mt_rRNA_Match_Genome	40	1395.00
ensembl-Mt_rRNA_Match_Genome	41	803.00
ensembl-Mt_tRNA_Match_Genome	17	124.33
ensembl-Mt_tRNA_Match_Genome	18	127.00
ensembl-Mt_tRNA_Match_Genome	19	205.00
ensembl-Mt_tRNA_Match_Genome	20	150.00
ensembl-Mt_tRNA_Match_Genome	21	274.00
ensembl-Mt_tRNA_Match_Genome	22	259.00
ensembl-Mt_tRNA_Match_Genome	23	138.00
ensembl-Mt_tRNA_Match_Genome	24	139.00
ensembl-Mt_tRNA_Match_Genome	25	187.00
ensembl-Mt_tRNA_Match_Genome	26	634.00
ensembl-Mt_tRNA_Match_Genome	27	342.00
ensembl-Mt_tRNA_Match_Genome	28	662.00
ensembl-Mt_tRNA_Match_Genome	29	705.00
ensembl-Mt_tRNA_Match_Genome	30	2487.00
ensembl-Mt_tRNA_Match_Genome	31	723.00
ensembl-Mt_tRNA_Match_Genome	32	914.00
ensembl-Mt_tRNA_Match_Genome	33	1379.00
ensembl-Mt_tRNA_Match_Genome	34	596.00
ensembl-Mt_tRNA_Match_Genome	35	450.00
ensembl-Mt_tRNA_Match_Genome	36	513.00
ensembl-Mt_tRNA_Match_Genome	37	3045.00
ensembl-Mt_tRNA_Match_Genome	38	406.00
ensembl-Mt_tRNA_Match_Genome	39	407.00
ensembl-Mt_tRNA_Match_Genome	40	340.00
ensembl-Mt_tRNA_Match_Genome	41	263.00
ensembl-antisense_Match_Genome	17	762.77
ensembl-antisense_Match_Genome	18	450.33
ensembl-antisense_Match_Genome	19	429.35
ensembl-antisense_Match_Genome	20	311.95
ensembl-antisense_Match_Genome	21	289.00
ensembl-antisense_Match_Genome	22	351.52
ensembl-antisense_Match_Genome	23	227.41
ensembl-antisense_Match_Genome	24	235.05
ensembl-antisense_Match_Genome	25	179.75
ensembl-antisense_Match_Genome	26	162.96
ensembl-antisense_Match_Genome	27	153.95
ensembl-antisense_Match_Genome	28	207.58
ensembl-antisense_Match_Genome	29	257.78
ensembl-antisense_Match_Genome	30	268.15
ensembl-antisense_Match_Genome	31	286.66
ensembl-antisense_Match_Genome	32	166.90
ensembl-antisense_Match_Genome	33	119.03
ensembl-antisense_Match_Genome	34	129.17
ensembl-antisense_Match_Genome	35	148.90
ensembl-antisense_Match_Genome	36	128.29
ensembl-antisense_Match_Genome	37	155.64
ensembl-antisense_Match_Genome	38	179.90
ensembl-antisense_Match_Genome	39	172.42
ensembl-antisense_Match_Genome	40	122.37
ensembl-antisense_Match_Genome	41	47.33
ensembl-bidirectional_promoter_lncRNA_Match_Genome	17	32.91
ensembl-bidirectional_promoter_lncRNA_Match_Genome	18	18.54
ensembl-bidirectional_promoter_lncRNA_Match_Genome	19	8.59
ensembl-bidirectional_promoter_lncRNA_Match_Genome	20	9.72
ensembl-bidirectional_promoter_lncRNA_Match_Genome	21	20.82
ensembl-bidirectional_promoter_lncRNA_Match_Genome	22	7.30
ensembl-bidirectional_promoter_lncRNA_Match_Genome	23	8.28
ensembl-bidirectional_promoter_lncRNA_Match_Genome	24	6.73
ensembl-bidirectional_promoter_lncRNA_Match_Genome	25	21.25
ensembl-bidirectional_promoter_lncRNA_Match_Genome	26	7.37
ensembl-bidirectional_promoter_lncRNA_Match_Genome	27	10.14
ensembl-bidirectional_promoter_lncRNA_Match_Genome	28	1.86
ensembl-bidirectional_promoter_lncRNA_Match_Genome	29	16.06
ensembl-bidirectional_promoter_lncRNA_Match_Genome	30	32.87
ensembl-bidirectional_promoter_lncRNA_Match_Genome	31	9.45
ensembl-bidirectional_promoter_lncRNA_Match_Genome	32	13.75
ensembl-bidirectional_promoter_lncRNA_Match_Genome	33	6.41
ensembl-bidirectional_promoter_lncRNA_Match_Genome	34	0.40
ensembl-bidirectional_promoter_lncRNA_Match_Genome	35	2.28
ensembl-bidirectional_promoter_lncRNA_Match_Genome	36	0.63
ensembl-bidirectional_promoter_lncRNA_Match_Genome	37	1.03
ensembl-bidirectional_promoter_lncRNA_Match_Genome	38	0.74
ensembl-bidirectional_promoter_lncRNA_Match_Genome	39	1.67
ensembl-bidirectional_promoter_lncRNA_Match_Genome	40	1.75
ensembl-bidirectional_promoter_lncRNA_Match_Genome	41	3.62
ensembl-lincRNA_Match_Genome	17	1538.59
ensembl-lincRNA_Match_Genome	18	972.22
ensembl-lincRNA_Match_Genome	19	903.23
ensembl-lincRNA_Match_Genome	20	1040.56
ensembl-lincRNA_Match_Genome	21	935.36
ensembl-lincRNA_Match_Genome	22	935.20
ensembl-lincRNA_Match_Genome	23	842.13
ensembl-lincRNA_Match_Genome	24	689.71
ensembl-lincRNA_Match_Genome	25	753.31
ensembl-lincRNA_Match_Genome	26	598.86
ensembl-lincRNA_Match_Genome	27	610.26
ensembl-lincRNA_Match_Genome	28	720.19
ensembl-lincRNA_Match_Genome	29	1072.07
ensembl-lincRNA_Match_Genome	30	1634.67
ensembl-lincRNA_Match_Genome	31	1055.46
ensembl-lincRNA_Match_Genome	32	578.57
ensembl-lincRNA_Match_Genome	33	316.53
ensembl-lincRNA_Match_Genome	34	370.06
ensembl-lincRNA_Match_Genome	35	663.35
ensembl-lincRNA_Match_Genome	36	367.40
ensembl-lincRNA_Match_Genome	37	336.71
ensembl-lincRNA_Match_Genome	38	175.93
ensembl-lincRNA_Match_Genome	39	149.87
ensembl-lincRNA_Match_Genome	40	135.74
ensembl-lincRNA_Match_Genome	41	115.43
ensembl-miRNA_Match_Genome	17	119.13
ensembl-miRNA_Match_Genome	18	171.94
ensembl-miRNA_Match_Genome	19	127.85
ensembl-miRNA_Match_Genome	20	92.32
ensembl-miRNA_Match_Genome	21	151.82
ensembl-miRNA_Match_Genome	22	98.86
ensembl-miRNA_Match_Genome	23	83.81
ensembl-miRNA_Match_Genome	24	106.33
ensembl-miRNA_Match_Genome	25	81.84
ensembl-miRNA_Match_Genome	26	107.42
ensembl-miRNA_Match_Genome	27	232.20
ensembl-miRNA_Match_Genome	28	591.36
ensembl-miRNA_Match_Genome	29	326.62
ensembl-miRNA_Match_Genome	30	178.97
ensembl-miRNA_Match_Genome	31	246.10
ensembl-miRNA_Match_Genome	32	495.64
ensembl-miRNA_Match_Genome	33	1137.66
ensembl-miRNA_Match_Genome	34	1981.65
ensembl-miRNA_Match_Genome	35	410.30
ensembl-miRNA_Match_Genome	36	529.34
ensembl-miRNA_Match_Genome	37	291.88
ensembl-miRNA_Match_Genome	38	281.49
ensembl-miRNA_Match_Genome	39	197.79
ensembl-miRNA_Match_Genome	40	203.55
ensembl-miRNA_Match_Genome	41	307.41
ensembl-misc_RNA_Match_Genome	17	411.55
ensembl-misc_RNA_Match_Genome	18	553.63
ensembl-misc_RNA_Match_Genome	19	389.29
ensembl-misc_RNA_Match_Genome	20	555.22
ensembl-misc_RNA_Match_Genome	21	689.41
ensembl-misc_RNA_Match_Genome	22	779.04
ensembl-misc_RNA_Match_Genome	23	1188.83
ensembl-misc_RNA_Match_Genome	24	548.75
ensembl-misc_RNA_Match_Genome	25	478.52
ensembl-misc_RNA_Match_Genome	26	542.54
ensembl-misc_RNA_Match_Genome	27	732.16
ensembl-misc_RNA_Match_Genome	28	1184.61
ensembl-misc_RNA_Match_Genome	29	1010.14
ensembl-misc_RNA_Match_Genome	30	1073.92
ensembl-misc_RNA_Match_Genome	31	1088.67
ensembl-misc_RNA_Match_Genome	32	1496.58
ensembl-misc_RNA_Match_Genome	33	1611.21
ensembl-misc_RNA_Match_Genome	34	789.91
ensembl-misc_RNA_Match_Genome	35	892.06
ensembl-misc_RNA_Match_Genome	36	1305.55
ensembl-misc_RNA_Match_Genome	37	1134.33
ensembl-misc_RNA_Match_Genome	38	878.70
ensembl-misc_RNA_Match_Genome	39	325.36
ensembl-misc_RNA_Match_Genome	40	354.31
ensembl-misc_RNA_Match_Genome	41	341.46
ensembl-processed_transcript_Match_Genome	17	464.71
ensembl-processed_transcript_Match_Genome	18	351.65
ensembl-processed_transcript_Match_Genome	19	374.17
ensembl-processed_transcript_Match_Genome	20	452.15
ensembl-processed_transcript_Match_Genome	21	383.39
ensembl-processed_transcript_Match_Genome	22	404.83
ensembl-processed_transcript_Match_Genome	23	248.06
ensembl-processed_transcript_Match_Genome	24	208.69
ensembl-processed_transcript_Match_Genome	25	293.37
ensembl-processed_transcript_Match_Genome	26	194.85
ensembl-processed_transcript_Match_Genome	27	214.50
ensembl-processed_transcript_Match_Genome	28	238.43
ensembl-processed_transcript_Match_Genome	29	282.39
ensembl-processed_transcript_Match_Genome	30	268.33
ensembl-processed_transcript_Match_Genome	31	305.77
ensembl-processed_transcript_Match_Genome	32	235.17
ensembl-processed_transcript_Match_Genome	33	182.65
ensembl-processed_transcript_Match_Genome	34	206.09
ensembl-processed_transcript_Match_Genome	35	406.03
ensembl-processed_transcript_Match_Genome	36	374.96
ensembl-processed_transcript_Match_Genome	37	596.93
ensembl-processed_transcript_Match_Genome	38	262.30
ensembl-processed_transcript_Match_Genome	39	264.97
ensembl-processed_transcript_Match_Genome	40	157.18
ensembl-processed_transcript_Match_Genome	41	162.34
ensembl-rRNA_Match_Genome	17	6.51
ensembl-rRNA_Match_Genome	19	1.00
ensembl-rRNA_Match_Genome	22	2.00
ensembl-rRNA_Match_Genome	23	4.00
ensembl-rRNA_Match_Genome	24	6.00
ensembl-rRNA_Match_Genome	25	2.00
ensembl-rRNA_Match_Genome	28	5.00
ensembl-rRNA_Match_Genome	29	5.00
ensembl-rRNA_Match_Genome	30	2.00
ensembl-rRNA_Match_Genome	32	4.00
ensembl-rRNA_Match_Genome	33	9.00
ensembl-rRNA_Match_Genome	38	2.00
ensembl-rRNA_Match_Genome	39	1.00
ensembl-ribozyme_Match_Genome	17	1.02
ensembl-ribozyme_Match_Genome	18	4.03
ensembl-ribozyme_Match_Genome	19	1.78
ensembl-ribozyme_Match_Genome	20	2.04
ensembl-ribozyme_Match_Genome	21	0.80
ensembl-ribozyme_Match_Genome	22	3.00
ensembl-ribozyme_Match_Genome	24	12.03
ensembl-ribozyme_Match_Genome	25	8.67
ensembl-ribozyme_Match_Genome	26	3.00
ensembl-ribozyme_Match_Genome	27	20.00
ensembl-ribozyme_Match_Genome	28	9.00
ensembl-ribozyme_Match_Genome	29	33.00
ensembl-ribozyme_Match_Genome	31	7.00
ensembl-ribozyme_Match_Genome	33	1.00
ensembl-ribozyme_Match_Genome	34	6.00
ensembl-ribozyme_Match_Genome	37	4.00
ensembl-ribozyme_Match_Genome	38	5.00
ensembl-ribozyme_Match_Genome	39	3.00
ensembl-ribozyme_Match_Genome	41	4.00
ensembl-scRNA_Match_Genome	22	0.33
ensembl-scRNA_Match_Genome	24	1.33
ensembl-scRNA_Match_Genome	26	0.67
ensembl-scRNA_Match_Genome	30	1.00
ensembl-scaRNA_Match_Genome	17	89.02
ensembl-scaRNA_Match_Genome	18	12.00
ensembl-scaRNA_Match_Genome	19	5.00
ensembl-scaRNA_Match_Genome	20	4.00
ensembl-scaRNA_Match_Genome	21	1.00
ensembl-scaRNA_Match_Genome	22	3.00
ensembl-scaRNA_Match_Genome	23	3.00
ensembl-scaRNA_Match_Genome	24	2.00
ensembl-scaRNA_Match_Genome	25	5.00
ensembl-scaRNA_Match_Genome	26	6.00
ensembl-scaRNA_Match_Genome	27	4.00
ensembl-scaRNA_Match_Genome	28	24.33
ensembl-scaRNA_Match_Genome	29	8.67
ensembl-scaRNA_Match_Genome	30	8.00
ensembl-scaRNA_Match_Genome	31	34.00
ensembl-scaRNA_Match_Genome	32	7.00
ensembl-scaRNA_Match_Genome	33	20.33
ensembl-scaRNA_Match_Genome	34	75.00
ensembl-scaRNA_Match_Genome	35	87.67
ensembl-scaRNA_Match_Genome	36	28.00
ensembl-scaRNA_Match_Genome	37	32.67
ensembl-scaRNA_Match_Genome	38	9.00
ensembl-scaRNA_Match_Genome	39	12.00
ensembl-scaRNA_Match_Genome	40	9.00
ensembl-scaRNA_Match_Genome	41	21.00
ensembl-sense_intronic_Match_Genome	17	122.49
ensembl-sense_intronic_Match_Genome	18	75.68
ensembl-sense_intronic_Match_Genome	19	81.68
ensembl-sense_intronic_Match_Genome	20	77.25
ensembl-sense_intronic_Match_Genome	21	105.01
ensembl-sense_intronic_Match_Genome	22	89.36
ensembl-sense_intronic_Match_Genome	23	57.66
ensembl-sense_intronic_Match_Genome	24	41.02
ensembl-sense_intronic_Match_Genome	25	27.97
ensembl-sense_intronic_Match_Genome	26	56.33
ensembl-sense_intronic_Match_Genome	27	49.86
ensembl-sense_intronic_Match_Genome	28	56.09
ensembl-sense_intronic_Match_Genome	29	82.00
ensembl-sense_intronic_Match_Genome	30	85.26
ensembl-sense_intronic_Match_Genome	31	27.90
ensembl-sense_intronic_Match_Genome	32	37.38
ensembl-sense_intronic_Match_Genome	33	23.68
ensembl-sense_intronic_Match_Genome	34	36.84
ensembl-sense_intronic_Match_Genome	35	30.07
ensembl-sense_intronic_Match_Genome	36	15.58
ensembl-sense_intronic_Match_Genome	37	9.31
ensembl-sense_intronic_Match_Genome	38	25.29
ensembl-sense_intronic_Match_Genome	39	21.41
ensembl-sense_intronic_Match_Genome	40	16.99
ensembl-sense_intronic_Match_Genome	41	5.54
ensembl-sense_overlapping_Match_Genome	17	21.17
ensembl-sense_overlapping_Match_Genome	18	1.66
ensembl-sense_overlapping_Match_Genome	19	2.08
ensembl-sense_overlapping_Match_Genome	20	5.15
ensembl-sense_overlapping_Match_Genome	21	2.90
ensembl-sense_overlapping_Match_Genome	22	2.41
ensembl-sense_overlapping_Match_Genome	23	5.01
ensembl-sense_overlapping_Match_Genome	24	5.42
ensembl-sense_overlapping_Match_Genome	25	5.90
ensembl-sense_overlapping_Match_Genome	26	2.17
ensembl-sense_overlapping_Match_Genome	27	8.00
ensembl-sense_overlapping_Match_Genome	28	2.51
ensembl-sense_overlapping_Match_Genome	29	6.63
ensembl-sense_overlapping_Match_Genome	30	5.32
ensembl-sense_overlapping_Match_Genome	31	0.40
ensembl-sense_overlapping_Match_Genome	32	3.13
ensembl-sense_overlapping_Match_Genome	33	0.41
ensembl-sense_overlapping_Match_Genome	34	0.80
ensembl-sense_overlapping_Match_Genome	36	1.35
ensembl-sense_overlapping_Match_Genome	41	0.11
ensembl-snRNA_Match_Genome	17	250.36
ensembl-snRNA_Match_Genome	18	208.03
ensembl-snRNA_Match_Genome	19	269.52
ensembl-snRNA_Match_Genome	20	295.32
ensembl-snRNA_Match_Genome	21	386.81
ensembl-snRNA_Match_Genome	22	405.10
ensembl-snRNA_Match_Genome	23	469.92
ensembl-snRNA_Match_Genome	24	515.45
ensembl-snRNA_Match_Genome	25	422.34
ensembl-snRNA_Match_Genome	26	566.13
ensembl-snRNA_Match_Genome	27	962.00
ensembl-snRNA_Match_Genome	28	780.99
ensembl-snRNA_Match_Genome	29	1283.34
ensembl-snRNA_Match_Genome	30	1700.14
ensembl-snRNA_Match_Genome	31	1341.23
ensembl-snRNA_Match_Genome	32	1274.86
ensembl-snRNA_Match_Genome	33	2605.78
ensembl-snRNA_Match_Genome	34	1107.97
ensembl-snRNA_Match_Genome	35	2912.00
ensembl-snRNA_Match_Genome	36	3906.36
ensembl-snRNA_Match_Genome	37	4678.50
ensembl-snRNA_Match_Genome	38	2807.64
ensembl-snRNA_Match_Genome	39	1147.78
ensembl-snRNA_Match_Genome	40	730.11
ensembl-snRNA_Match_Genome	41	528.78
ensembl-snoRNA_Match_Genome	17	1092.93
ensembl-snoRNA_Match_Genome	18	1132.29
ensembl-snoRNA_Match_Genome	19	782.96
ensembl-snoRNA_Match_Genome	20	787.32
ensembl-snoRNA_Match_Genome	21	1041.68
ensembl-snoRNA_Match_Genome	22	946.04
ensembl-snoRNA_Match_Genome	23	754.88
ensembl-snoRNA_Match_Genome	24	917.47
ensembl-snoRNA_Match_Genome	25	1105.09
ensembl-snoRNA_Match_Genome	26	864.70
ensembl-snoRNA_Match_Genome	27	1068.93
ensembl-snoRNA_Match_Genome	28	3168.04
ensembl-snoRNA_Match_Genome	29	2322.30
ensembl-snoRNA_Match_Genome	30	1666.38
ensembl-snoRNA_Match_Genome	31	1791.36
ensembl-snoRNA_Match_Genome	32	2265.03
ensembl-snoRNA_Match_Genome	33	1312.30
ensembl-snoRNA_Match_Genome	34	1877.10
ensembl-snoRNA_Match_Genome	35	9799.36
ensembl-snoRNA_Match_Genome	36	5942.54
ensembl-snoRNA_Match_Genome	37	516.00
ensembl-snoRNA_Match_Genome	38	672.01
ensembl-snoRNA_Match_Genome	39	1123.73
ensembl-snoRNA_Match_Genome	40	614.99
ensembl-snoRNA_Match_Genome	41	512.00
ensembl-antisense_Unmatch_Genome	20	2.00
ensembl-antisense_Unmatch_Genome	22	5.89
ensembl-antisense_Unmatch_Genome	23	0.43
ensembl-antisense_Unmatch_Genome	26	7.00
ensembl-antisense_Unmatch_Genome	27	2.33
ensembl-antisense_Unmatch_Genome	29	7.00
ensembl-antisense_Unmatch_Genome	30	1.50
ensembl-antisense_Unmatch_Genome	31	2.00
ensembl-antisense_Unmatch_Genome	32	6.75
ensembl-antisense_Unmatch_Genome	33	10.40
ensembl-antisense_Unmatch_Genome	34	5.75
ensembl-antisense_Unmatch_Genome	35	1.50
ensembl-antisense_Unmatch_Genome	36	1.67
ensembl-antisense_Unmatch_Genome	37	2.83
ensembl-antisense_Unmatch_Genome	38	2.25
ensembl-antisense_Unmatch_Genome	40	0.75
ensembl-lincRNA_Unmatch_Genome	19	5.00
ensembl-lincRNA_Unmatch_Genome	20	1.00
ensembl-lincRNA_Unmatch_Genome	22	2.66
ensembl-lincRNA_Unmatch_Genome	23	1.29
ensembl-lincRNA_Unmatch_Genome	25	7.00
ensembl-lincRNA_Unmatch_Genome	26	2.00
ensembl-lincRNA_Unmatch_Genome	27	12.33
ensembl-lincRNA_Unmatch_Genome	28	4.00
ensembl-lincRNA_Unmatch_Genome	29	3.00
ensembl-lincRNA_Unmatch_Genome	30	8.00
ensembl-lincRNA_Unmatch_Genome	31	14.00
ensembl-lincRNA_Unmatch_Genome	32	8.00
ensembl-lincRNA_Unmatch_Genome	33	7.45
ensembl-lincRNA_Unmatch_Genome	34	2.25
ensembl-lincRNA_Unmatch_Genome	35	6.50
ensembl-lincRNA_Unmatch_Genome	36	1.67
ensembl-lincRNA_Unmatch_Genome	37	10.08
ensembl-lincRNA_Unmatch_Genome	38	10.58
ensembl-lincRNA_Unmatch_Genome	39	0.67
ensembl-lincRNA_Unmatch_Genome	40	2.50
ensembl-lincRNA_Unmatch_Genome	41	1.50
ensembl-processed_transcript_Unmatch_Genome	22	5.46
ensembl-processed_transcript_Unmatch_Genome	23	5.29
ensembl-processed_transcript_Unmatch_Genome	24	1.00
ensembl-processed_transcript_Unmatch_Genome	25	2.00
ensembl-processed_transcript_Unmatch_Genome	26	2.00
ensembl-processed_transcript_Unmatch_Genome	27	2.33
ensembl-processed_transcript_Unmatch_Genome	28	6.00
ensembl-processed_transcript_Unmatch_Genome	30	4.50
ensembl-processed_transcript_Unmatch_Genome	31	5.00
ensembl-processed_transcript_Unmatch_Genome	32	10.25
ensembl-processed_transcript_Unmatch_Genome	33	16.15
ensembl-processed_transcript_Unmatch_Genome	34	4.00
ensembl-processed_transcript_Unmatch_Genome	35	12.00
ensembl-processed_transcript_Unmatch_Genome	36	3.67
ensembl-processed_transcript_Unmatch_Genome	37	13.08
ensembl-processed_transcript_Unmatch_Genome	38	11.17
ensembl-processed_transcript_Unmatch_Genome	39	5.33
ensembl-processed_transcript_Unmatch_Genome	40	2.75
ensembl-processed_transcript_Unmatch_Genome	41	0.50
Rfam-DNA_Match_Genome	17	355.34
Rfam-DNA_Match_Genome	18	334.05
Rfam-DNA_Match_Genome	19	181.01
Rfam-DNA_Match_Genome	20	139.42
Rfam-DNA_Match_Genome	21	138.52
Rfam-DNA_Match_Genome	22	176.63
Rfam-DNA_Match_Genome	23	154.19
Rfam-DNA_Match_Genome	24	219.70
Rfam-DNA_Match_Genome	25	197.76
Rfam-DNA_Match_Genome	26	225.73
Rfam-DNA_Match_Genome	27	171.92
Rfam-DNA_Match_Genome	28	142.28
Rfam-DNA_Match_Genome	29	169.98
Rfam-DNA_Match_Genome	30	316.05
Rfam-DNA_Match_Genome	31	341.16
Rfam-DNA_Match_Genome	32	59.84
Rfam-DNA_Match_Genome	33	150.77
Rfam-DNA_Match_Genome	34	160.57
Rfam-DNA_Match_Genome	35	190.10
Rfam-DNA_Match_Genome	36	533.23
Rfam-DNA_Match_Genome	37	879.67
