Class	Length	Reads
ensembl-sense_intronic_Match_Genome	41	5.71
ensembl-sense_intronic_Match_Genome	42	6.21
ensembl-sense_intronic_Match_Genome	43	4.56
ensembl-sense_intronic_Match_Genome	44	5.59
ensembl-sense_intronic_Match_Genome	45	4.40
ensembl-sense_overlapping_Match_Genome	15	28.09
ensembl-sense_overlapping_Match_Genome	16	35.65
ensembl-sense_overlapping_Match_Genome	17	21.18
ensembl-sense_overlapping_Match_Genome	18	2.57
ensembl-sense_overlapping_Match_Genome	19	2.32
ensembl-sense_overlapping_Match_Genome	20	6.19
ensembl-sense_overlapping_Match_Genome	21	3.17
ensembl-sense_overlapping_Match_Genome	22	2.98
ensembl-sense_overlapping_Match_Genome	23	5.20
ensembl-sense_overlapping_Match_Genome	24	5.53
ensembl-sense_overlapping_Match_Genome	25	6.27
ensembl-sense_overlapping_Match_Genome	26	2.52
ensembl-sense_overlapping_Match_Genome	27	8.62
ensembl-sense_overlapping_Match_Genome	28	2.08
ensembl-sense_overlapping_Match_Genome	29	7.24
ensembl-sense_overlapping_Match_Genome	30	5.73
ensembl-sense_overlapping_Match_Genome	31	0.47
ensembl-sense_overlapping_Match_Genome	32	3.18
ensembl-sense_overlapping_Match_Genome	33	0.46
ensembl-sense_overlapping_Match_Genome	34	0.82
ensembl-sense_overlapping_Match_Genome	36	1.35
ensembl-sense_overlapping_Match_Genome	41	0.11
ensembl-sense_overlapping_Match_Genome	43	0.05
ensembl-snRNA_Match_Genome	15	169.13
ensembl-snRNA_Match_Genome	16	249.48
ensembl-snRNA_Match_Genome	17	275.91
ensembl-snRNA_Match_Genome	18	226.05
ensembl-snRNA_Match_Genome	19	292.32
ensembl-snRNA_Match_Genome	20	327.49
ensembl-snRNA_Match_Genome	21	432.22
ensembl-snRNA_Match_Genome	22	433.12
ensembl-snRNA_Match_Genome	23	502.67
ensembl-snRNA_Match_Genome	24	553.45
ensembl-snRNA_Match_Genome	25	449.44
ensembl-snRNA_Match_Genome	26	618.83
ensembl-snRNA_Match_Genome	27	1014.73
ensembl-snRNA_Match_Genome	28	872.07
ensembl-snRNA_Match_Genome	29	1376.09
ensembl-snRNA_Match_Genome	30	1826.74
ensembl-snRNA_Match_Genome	31	1477.33
ensembl-snRNA_Match_Genome	32	1366.36
ensembl-snRNA_Match_Genome	33	2817.28
ensembl-snRNA_Match_Genome	34	1182.97
ensembl-snRNA_Match_Genome	35	3108.00
ensembl-snRNA_Match_Genome	36	4202.14
ensembl-snRNA_Match_Genome	37	4970.50
ensembl-snRNA_Match_Genome	38	2971.64
ensembl-snRNA_Match_Genome	39	1214.78
ensembl-snRNA_Match_Genome	40	777.86
ensembl-snRNA_Match_Genome	41	556.78
ensembl-snRNA_Match_Genome	42	623.67
ensembl-snRNA_Match_Genome	43	527.11
ensembl-snRNA_Match_Genome	44	250.83
ensembl-snRNA_Match_Genome	45	96.00
ensembl-snoRNA_Match_Genome	15	372.26
ensembl-snoRNA_Match_Genome	16	606.10
ensembl-snoRNA_Match_Genome	17	1209.72
ensembl-snoRNA_Match_Genome	18	1223.47
ensembl-snoRNA_Match_Genome	19	854.62
ensembl-snoRNA_Match_Genome	20	853.83
ensembl-snoRNA_Match_Genome	21	1104.24
ensembl-snoRNA_Match_Genome	22	1026.97
ensembl-snoRNA_Match_Genome	23	834.70
ensembl-snoRNA_Match_Genome	24	996.17
ensembl-snoRNA_Match_Genome	25	1193.30
ensembl-snoRNA_Match_Genome	26	918.50
ensembl-snoRNA_Match_Genome	27	1128.65
ensembl-snoRNA_Match_Genome	28	3432.69
ensembl-snoRNA_Match_Genome	29	2494.63
ensembl-snoRNA_Match_Genome	30	1773.90
ensembl-snoRNA_Match_Genome	31	1920.50
ensembl-snoRNA_Match_Genome	32	2407.50
ensembl-snoRNA_Match_Genome	33	1445.70
ensembl-snoRNA_Match_Genome	34	2141.41
ensembl-snoRNA_Match_Genome	35	10698.99
ensembl-snoRNA_Match_Genome	36	6485.23
ensembl-snoRNA_Match_Genome	37	551.17
ensembl-snoRNA_Match_Genome	38	717.29
ensembl-snoRNA_Match_Genome	39	1174.84
ensembl-snoRNA_Match_Genome	40	659.53
ensembl-snoRNA_Match_Genome	41	559.12
ensembl-snoRNA_Match_Genome	42	376.03
ensembl-snoRNA_Match_Genome	43	217.49
ensembl-snoRNA_Match_Genome	44	155.16
ensembl-snoRNA_Match_Genome	45	89.85
ensembl-antisense_Unmatch_Genome	20	2.00
ensembl-antisense_Unmatch_Genome	22	6.23
ensembl-antisense_Unmatch_Genome	23	0.43
ensembl-antisense_Unmatch_Genome	26	6.00
ensembl-antisense_Unmatch_Genome	27	2.33
ensembl-antisense_Unmatch_Genome	29	7.00
ensembl-antisense_Unmatch_Genome	30	1.50
ensembl-antisense_Unmatch_Genome	31	2.00
ensembl-antisense_Unmatch_Genome	32	6.75
ensembl-antisense_Unmatch_Genome	33	11.40
ensembl-antisense_Unmatch_Genome	34	6.00
ensembl-antisense_Unmatch_Genome	35	1.50
ensembl-antisense_Unmatch_Genome	36	2.33
ensembl-antisense_Unmatch_Genome	37	2.33
ensembl-antisense_Unmatch_Genome	38	3.25
ensembl-antisense_Unmatch_Genome	40	0.75
ensembl-antisense_Unmatch_Genome	42	5.33
ensembl-antisense_Unmatch_Genome	44	0.67
ensembl-lincRNA_Unmatch_Genome	19	5.00
ensembl-lincRNA_Unmatch_Genome	20	1.00
ensembl-lincRNA_Unmatch_Genome	22	3.69
ensembl-lincRNA_Unmatch_Genome	23	1.29
ensembl-lincRNA_Unmatch_Genome	25	9.00
ensembl-lincRNA_Unmatch_Genome	26	2.00
ensembl-lincRNA_Unmatch_Genome	27	12.33
ensembl-lincRNA_Unmatch_Genome	28	5.00
ensembl-lincRNA_Unmatch_Genome	29	3.00
ensembl-lincRNA_Unmatch_Genome	30	8.00
ensembl-lincRNA_Unmatch_Genome	31	15.00
ensembl-lincRNA_Unmatch_Genome	32	9.00
ensembl-lincRNA_Unmatch_Genome	33	7.45
ensembl-lincRNA_Unmatch_Genome	34	2.75
ensembl-lincRNA_Unmatch_Genome	35	8.33
ensembl-lincRNA_Unmatch_Genome	36	2.33
ensembl-lincRNA_Unmatch_Genome	37	10.50
ensembl-lincRNA_Unmatch_Genome	38	14.33
ensembl-lincRNA_Unmatch_Genome	39	0.67
ensembl-lincRNA_Unmatch_Genome	40	2.50
ensembl-lincRNA_Unmatch_Genome	41	1.50
ensembl-lincRNA_Unmatch_Genome	42	4.33
ensembl-lincRNA_Unmatch_Genome	43	2.00
ensembl-lincRNA_Unmatch_Genome	44	0.67
ensembl-lincRNA_Unmatch_Genome	45	2.67
ensembl-processed_transcript_Unmatch_Genome	22	6.09
ensembl-processed_transcript_Unmatch_Genome	23	5.29
ensembl-processed_transcript_Unmatch_Genome	24	1.00
ensembl-processed_transcript_Unmatch_Genome	25	2.00
ensembl-processed_transcript_Unmatch_Genome	26	2.00
ensembl-processed_transcript_Unmatch_Genome	27	2.33
ensembl-processed_transcript_Unmatch_Genome	28	6.00
ensembl-processed_transcript_Unmatch_Genome	30	5.50
ensembl-processed_transcript_Unmatch_Genome	31	5.00
ensembl-processed_transcript_Unmatch_Genome	32	10.25
ensembl-processed_transcript_Unmatch_Genome	33	18.15
ensembl-processed_transcript_Unmatch_Genome	34	4.25
ensembl-processed_transcript_Unmatch_Genome	35	13.17
ensembl-processed_transcript_Unmatch_Genome	36	4.33
ensembl-processed_transcript_Unmatch_Genome	37	15.17
ensembl-processed_transcript_Unmatch_Genome	38	12.42
ensembl-processed_transcript_Unmatch_Genome	39	5.33
ensembl-processed_transcript_Unmatch_Genome	40	2.75
ensembl-processed_transcript_Unmatch_Genome	41	0.50
ensembl-processed_transcript_Unmatch_Genome	42	2.33
ensembl-processed_transcript_Unmatch_Genome	43	1.00
ensembl-processed_transcript_Unmatch_Genome	44	2.67
ensembl-processed_transcript_Unmatch_Genome	45	1.33
Rfam-DNA_Match_Genome	15	350.64
Rfam-DNA_Match_Genome	16	547.00
Rfam-DNA_Match_Genome	17	403.09
Rfam-DNA_Match_Genome	18	383.35
Rfam-DNA_Match_Genome	19	212.83
Rfam-DNA_Match_Genome	20	166.71
Rfam-DNA_Match_Genome	21	170.89
Rfam-DNA_Match_Genome	22	199.59
Rfam-DNA_Match_Genome	23	174.41
Rfam-DNA_Match_Genome	24	263.29
Rfam-DNA_Match_Genome	25	221.26
Rfam-DNA_Match_Genome	26	260.20
Rfam-DNA_Match_Genome	27	197.25
Rfam-DNA_Match_Genome	28	183.04
Rfam-DNA_Match_Genome	29	201.42
Rfam-DNA_Match_Genome	30	433.63
Rfam-DNA_Match_Genome	31	424.75
Rfam-DNA_Match_Genome	32	104.85
Rfam-DNA_Match_Genome	33	204.30
Rfam-DNA_Match_Genome	34	203.98
Rfam-DNA_Match_Genome	35	212.22
Rfam-DNA_Match_Genome	36	581.80
Rfam-DNA_Match_Genome	37	929.73
Rfam-DNA_Match_Genome	38	232.40
Rfam-DNA_Match_Genome	39	171.23
Rfam-DNA_Match_Genome	40	419.88
Rfam-DNA_Match_Genome	41	1796.16
Rfam-DNA_Match_Genome	42	2234.91
Rfam-DNA_Match_Genome	43	1898.27
Rfam-DNA_Match_Genome	44	264.01
Rfam-DNA_Match_Genome	45	43.52
Rfam-gene_region_Match_Genome	15	8.81
Rfam-gene_region_Match_Genome	16	10.41
Rfam-gene_region_Match_Genome	17	7.51
Rfam-gene_region_Match_Genome	18	9.95
Rfam-gene_region_Match_Genome	19	2.60
Rfam-gene_region_Match_Genome	20	0.27
Rfam-gene_region_Match_Genome	21	0.00
Rfam-gene_region_Match_Genome	22	0.01
Rfam-gene_region_Match_Genome	24	1.03
Rfam-gene_region_Match_Genome	27	0.04
Rfam-gene_region_Match_Genome	29	0.01
Rfam-gene_region_Match_Genome	30	0.03
Rfam-gene_region_Match_Genome	33	0.06
Rfam-gene_region_Match_Genome	34	0.21
Rfam-gene_region_Match_Genome	37	0.37
Rfam-mRNA_Match_Genome	15	22.70
Rfam-mRNA_Match_Genome	16	30.68
Rfam-mRNA_Match_Genome	17	41.50
Rfam-mRNA_Match_Genome	18	33.28
Rfam-mRNA_Match_Genome	19	23.27
Rfam-mRNA_Match_Genome	20	22.95
Rfam-mRNA_Match_Genome	21	30.29
Rfam-mRNA_Match_Genome	22	19.61
Rfam-mRNA_Match_Genome	23	21.78
Rfam-mRNA_Match_Genome	24	45.05
Rfam-mRNA_Match_Genome	25	22.89
Rfam-mRNA_Match_Genome	26	27.80
Rfam-mRNA_Match_Genome	27	26.83
Rfam-mRNA_Match_Genome	28	27.04
Rfam-mRNA_Match_Genome	29	24.50
Rfam-mRNA_Match_Genome	30	13.26
Rfam-mRNA_Match_Genome	31	8.87
Rfam-mRNA_Match_Genome	32	6.97
Rfam-mRNA_Match_Genome	33	14.09
Rfam-mRNA_Match_Genome	34	13.73
Rfam-mRNA_Match_Genome	35	20.54
Rfam-mRNA_Match_Genome	36	34.35
Rfam-mRNA_Match_Genome	37	39.81
Rfam-mRNA_Match_Genome	38	16.96
Rfam-mRNA_Match_Genome	39	12.96
Rfam-mRNA_Match_Genome	40	35.68
Rfam-mRNA_Match_Genome	41	152.67
Rfam-mRNA_Match_Genome	42	191.20
Rfam-mRNA_Match_Genome	43	165.12
Rfam-mRNA_Match_Genome	44	21.41
Rfam-mRNA_Match_Genome	45	3.89
Rfam-mt_DNA_Match_Genome	17	1.00
Rfam-mt_DNA_Match_Genome	18	1.86
Rfam-other_Match_Genome	15	7.85
Rfam-other_Match_Genome	16	9.83
Rfam-other_Match_Genome	17	6.89
Rfam-other_Match_Genome	18	9.02
Rfam-other_Match_Genome	19	2.71
Rfam-other_Match_Genome	20	1.29
Rfam-other_Match_Genome	21	0.45
Rfam-other_Match_Genome	22	0.07
Rfam-other_Match_Genome	23	0.44
Rfam-other_Match_Genome	24	0.74
Rfam-other_Match_Genome	25	0.16
Rfam-other_Match_Genome	26	0.65
Rfam-other_Match_Genome	27	0.74
Rfam-other_Match_Genome	28	0.40
Rfam-other_Match_Genome	29	0.91
Rfam-other_Match_Genome	30	3.95
Rfam-other_Match_Genome	31	1.84
Rfam-other_Match_Genome	32	0.10
Rfam-other_Match_Genome	33	0.35
Rfam-other_Match_Genome	34	0.21
Rfam-other_Match_Genome	37	0.03
Rfam-other_Match_Genome	38	0.03
Rfam-other_Match_Genome	39	0.59
Rfam-other_Match_Genome	42	0.23
Rfam-other_RNA_Match_Genome	15	15.50
Rfam-other_RNA_Match_Genome	16	9.50
Rfam-other_RNA_Match_Genome	17	25.00
Rfam-other_RNA_Match_Genome	18	10.00
Rfam-other_RNA_Match_Genome	19	2.00
Rfam-piRNA_Match_Genome	16	0.50
Rfam-piRNA_Match_Genome	17	0.25
Rfam-pseudogene_Match_Genome	16	0.02
Rfam-pseudogene_Match_Genome	34	0.21
Rfam-pseudogene_Match_Genome	37	0.37
Rfam-rRNA_Match_Genome	15	8.50
Rfam-rRNA_Match_Genome	16	23.07
Rfam-rRNA_Match_Genome	17	29.76
Rfam-rRNA_Match_Genome	18	21.53
Rfam-rRNA_Match_Genome	19	13.58
Rfam-rRNA_Match_Genome	20	13.77
Rfam-rRNA_Match_Genome	21	13.36
Rfam-rRNA_Match_Genome	22	16.72
Rfam-rRNA_Match_Genome	23	12.37
Rfam-rRNA_Match_Genome	24	24.89
Rfam-rRNA_Match_Genome	25	14.69
Rfam-rRNA_Match_Genome	26	18.35
Rfam-rRNA_Match_Genome	27	15.64
Rfam-rRNA_Match_Genome	28	12.52
Rfam-rRNA_Match_Genome	29	14.82
Rfam-rRNA_Match_Genome	30	8.29
Rfam-rRNA_Match_Genome	31	5.53
Rfam-rRNA_Match_Genome	32	4.09
Rfam-rRNA_Match_Genome	33	9.20
Rfam-rRNA_Match_Genome	34	7.66
Rfam-rRNA_Match_Genome	35	13.24
Rfam-rRNA_Match_Genome	36	22.85
Rfam-rRNA_Match_Genome	37	32.70
Rfam-rRNA_Match_Genome	38	10.61
Rfam-rRNA_Match_Genome	39	7.22
Rfam-rRNA_Match_Genome	40	19.44
Rfam-rRNA_Match_Genome	41	81.17
Rfam-rRNA_Match_Genome	42	97.50
Rfam-rRNA_Match_Genome	43	84.61
Rfam-rRNA_Match_Genome	44	12.58
Rfam-rRNA_Match_Genome	45	2.59
Rfam-snoRNA_Match_Genome	27	0.50
Rfam-snoRNA_Match_Genome	29	0.33
Rfam-snoRNA_Match_Genome	30	2.83
Rfam-snoRNA_Match_Genome	31	1.00
Rfam-snoRNA_Match_Genome	42	0.17
Rfam-DNA_Unmatch_Genome	15	1.00
Rfam-DNA_Unmatch_Genome	16	69.00
Rfam-DNA_Unmatch_Genome	17	68.20
Rfam-DNA_Unmatch_Genome	18	156.15
Rfam-DNA_Unmatch_Genome	19	205.88
Rfam-DNA_Unmatch_Genome	20	251.25
Rfam-DNA_Unmatch_Genome	21	362.29
Rfam-DNA_Unmatch_Genome	22	298.28
Rfam-DNA_Unmatch_Genome	23	245.69
Rfam-DNA_Unmatch_Genome	24	448.67
Rfam-DNA_Unmatch_Genome	25	358.32
Rfam-DNA_Unmatch_Genome	26	356.74
Rfam-DNA_Unmatch_Genome	27	490.52
Rfam-DNA_Unmatch_Genome	28	533.00
Rfam-DNA_Unmatch_Genome	29	309.64
Rfam-DNA_Unmatch_Genome	30	371.70
Rfam-DNA_Unmatch_Genome	31	201.32
Rfam-DNA_Unmatch_Genome	32	368.18
Rfam-DNA_Unmatch_Genome	33	470.65
Rfam-DNA_Unmatch_Genome	34	232.18
Rfam-DNA_Unmatch_Genome	35	140.60
Rfam-DNA_Unmatch_Genome	36	181.75
Rfam-DNA_Unmatch_Genome	37	309.11
Rfam-DNA_Unmatch_Genome	38	331.62
Rfam-DNA_Unmatch_Genome	39	492.62
Rfam-DNA_Unmatch_Genome	40	522.33
Rfam-DNA_Unmatch_Genome	41	225.27
Rfam-DNA_Unmatch_Genome	42	88.50
Rfam-DNA_Unmatch_Genome	43	75.21
Rfam-DNA_Unmatch_Genome	44	62.22
Rfam-DNA_Unmatch_Genome	45	67.82
Rfam-gene_region_Unmatch_Genome	18	1.82
Rfam-gene_region_Unmatch_Genome	19	1.94
Rfam-gene_region_Unmatch_Genome	20	9.32
Rfam-gene_region_Unmatch_Genome	21	15.23
Rfam-gene_region_Unmatch_Genome	22	6.14
Rfam-gene_region_Unmatch_Genome	23	2.50
Rfam-gene_region_Unmatch_Genome	24	0.43
Rfam-gene_region_Unmatch_Genome	25	0.18
Rfam-gene_region_Unmatch_Genome	26	0.31
Rfam-gene_region_Unmatch_Genome	28	1.45
Rfam-gene_region_Unmatch_Genome	29	0.14
Rfam-gene_region_Unmatch_Genome	32	0.43
Rfam-gene_region_Unmatch_Genome	33	0.83
Rfam-gene_region_Unmatch_Genome	34	0.10
Rfam-gene_region_Unmatch_Genome	35	0.83
Rfam-gene_region_Unmatch_Genome	39	0.50
Rfam-mRNA_Unmatch_Genome	17	1.53
Rfam-mRNA_Unmatch_Genome	18	33.76
Rfam-mRNA_Unmatch_Genome	19	37.51
Rfam-mRNA_Unmatch_Genome	20	14.10
Rfam-mRNA_Unmatch_Genome	21	22.34
Rfam-mRNA_Unmatch_Genome	22	34.47
Rfam-mRNA_Unmatch_Genome	23	35.70
Rfam-mRNA_Unmatch_Genome	24	72.63
Rfam-mRNA_Unmatch_Genome	25	79.58
Rfam-mRNA_Unmatch_Genome	26	70.47
Rfam-mRNA_Unmatch_Genome	27	103.69
Rfam-mRNA_Unmatch_Genome	28	116.41
Rfam-mRNA_Unmatch_Genome	29	48.80
Rfam-mRNA_Unmatch_Genome	30	39.81
Rfam-mRNA_Unmatch_Genome	31	35.58
Rfam-mRNA_Unmatch_Genome	32	49.52
Rfam-mRNA_Unmatch_Genome	33	40.33
Rfam-mRNA_Unmatch_Genome	34	52.85
Rfam-mRNA_Unmatch_Genome	35	27.33
Rfam-mRNA_Unmatch_Genome	36	48.01
Rfam-mRNA_Unmatch_Genome	37	61.77
Rfam-mRNA_Unmatch_Genome	38	59.62
Rfam-mRNA_Unmatch_Genome	39	58.28
Rfam-mRNA_Unmatch_Genome	40	95.07
Rfam-mRNA_Unmatch_Genome	41	41.76
Rfam-mRNA_Unmatch_Genome	42	16.11
Rfam-mRNA_Unmatch_Genome	43	17.11
Rfam-mRNA_Unmatch_Genome	44	13.05
Rfam-mRNA_Unmatch_Genome	45	18.21
Rfam-mt_DNA_Unmatch_Genome	20	3.00
Rfam-mt_DNA_Unmatch_Genome	27	3.00
Rfam-mt_DNA_Unmatch_Genome	29	1.00
Rfam-mt_DNA_Unmatch_Genome	32	1.00
Rfam-mt_DNA_Unmatch_Genome	35	7.00
Rfam-mt_DNA_Unmatch_Genome	42	1.00
Rfam-mt_DNA_Unmatch_Genome	44	1.50
Rfam-other_Unmatch_Genome	18	1.82
Rfam-other_Unmatch_Genome	19	2.77
Rfam-other_Unmatch_Genome	20	8.62
Rfam-other_Unmatch_Genome	21	14.93
Rfam-other_Unmatch_Genome	22	4.92
Rfam-other_Unmatch_Genome	23	3.94
Rfam-other_Unmatch_Genome	24	4.76
Rfam-other_Unmatch_Genome	25	4.52
Rfam-other_Unmatch_Genome	26	9.48
Rfam-other_Unmatch_Genome	27	4.67
Rfam-other_Unmatch_Genome	28	31.73
Rfam-other_Unmatch_Genome	29	21.48
Rfam-other_Unmatch_Genome	30	20.78
Rfam-other_Unmatch_Genome	31	13.56
Rfam-other_Unmatch_Genome	32	13.43
Rfam-other_Unmatch_Genome	33	6.33
Rfam-other_Unmatch_Genome	34	5.67
Rfam-other_Unmatch_Genome	35	7.78
Rfam-other_Unmatch_Genome	36	2.67
Rfam-other_Unmatch_Genome	37	1.67
Rfam-other_Unmatch_Genome	38	3.00
Rfam-other_Unmatch_Genome	40	2.67
Rfam-other_Unmatch_Genome	41	0.67
Rfam-other_Unmatch_Genome	42	1.00
Rfam-other_Unmatch_Genome	43	2.00
Rfam-other_RNA_Unmatch_Genome	17	7.50
Rfam-other_RNA_Unmatch_Genome	18	6.00
Rfam-other_RNA_Unmatch_Genome	19	10.00
Rfam-other_RNA_Unmatch_Genome	20	11.50
Rfam-other_RNA_Unmatch_Genome	21	16.00
Rfam-other_RNA_Unmatch_Genome	22	12.00
Rfam-other_RNA_Unmatch_Genome	23	14.00
Rfam-other_RNA_Unmatch_Genome	24	6.00
Rfam-other_RNA_Unmatch_Genome	25	5.00
Rfam-other_RNA_Unmatch_Genome	26	18.00
Rfam-other_RNA_Unmatch_Genome	27	1.50
Rfam-other_RNA_Unmatch_Genome	28	18.22
Rfam-other_RNA_Unmatch_Genome	29	6.33
Rfam-other_RNA_Unmatch_Genome	30	4.56
Rfam-other_RNA_Unmatch_Genome	31	7.44
Rfam-other_RNA_Unmatch_Genome	32	6.33
Rfam-other_RNA_Unmatch_Genome	33	2.00
Rfam-other_RNA_Unmatch_Genome	34	8.00
Rfam-other_RNA_Unmatch_Genome	35	0.22
Rfam-other_RNA_Unmatch_Genome	36	5.00
Rfam-other_RNA_Unmatch_Genome	37	0.33
Rfam-other_RNA_Unmatch_Genome	39	1.00
Rfam-rRNA_Unmatch_Genome	17	0.77
Rfam-rRNA_Unmatch_Genome	18	20.45
Rfam-rRNA_Unmatch_Genome	19	28.90
Rfam-rRNA_Unmatch_Genome	20	8.20
Rfam-rRNA_Unmatch_Genome	21	35.21
Rfam-rRNA_Unmatch_Genome	22	25.19
Rfam-rRNA_Unmatch_Genome	23	29.17
Rfam-rRNA_Unmatch_Genome	24	54.51
Rfam-rRNA_Unmatch_Genome	25	59.40
Rfam-rRNA_Unmatch_Genome	26	47.01
Rfam-rRNA_Unmatch_Genome	27	57.62
Rfam-rRNA_Unmatch_Genome	28	69.18
Rfam-rRNA_Unmatch_Genome	29	48.61
Rfam-rRNA_Unmatch_Genome	30	36.15
Rfam-rRNA_Unmatch_Genome	31	23.10
Rfam-rRNA_Unmatch_Genome	32	36.11
Rfam-rRNA_Unmatch_Genome	33	24.85
Rfam-rRNA_Unmatch_Genome	34	40.20
Rfam-rRNA_Unmatch_Genome	35	38.24
Rfam-rRNA_Unmatch_Genome	36	26.58
Rfam-rRNA_Unmatch_Genome	37	37.13
Rfam-rRNA_Unmatch_Genome	38	44.76
Rfam-rRNA_Unmatch_Genome	39	71.60
Rfam-rRNA_Unmatch_Genome	40	69.93
Rfam-rRNA_Unmatch_Genome	41	46.30
Rfam-rRNA_Unmatch_Genome	42	16.39
Rfam-rRNA_Unmatch_Genome	43	18.69
Rfam-rRNA_Unmatch_Genome	44	15.23
Rfam-rRNA_Unmatch_Genome	45	17.97
Rfam-snRNA_Unmatch_Genome	30	1.00
Unannotated_Match_Genome	15	118
Unannotated_Match_Genome	16	1138
Unannotated_Match_Genome	17	3056
Unannotated_Match_Genome	18	5051
Unannotated_Match_Genome	19	6640
Unannotated_Match_Genome	20	7044
Unannotated_Match_Genome	21	7246
Unannotated_Match_Genome	22	7637
Unannotated_Match_Genome	23	7693
Unannotated_Match_Genome	24	7442
Unannotated_Match_Genome	25	8215
Unannotated_Match_Genome	26	8741
Unannotated_Match_Genome	27	8855
Unannotated_Match_Genome	28	8783
Unannotated_Match_Genome	29	9731
Unannotated_Match_Genome	30	10428
Unannotated_Match_Genome	31	10684
Unannotated_Match_Genome	32	10599
Unannotated_Match_Genome	33	13178
Unannotated_Match_Genome	34	12171
Unannotated_Match_Genome	35	10555
Unannotated_Match_Genome	36	9707
Unannotated_Match_Genome	37	8808
Unannotated_Match_Genome	38	9067
Unannotated_Match_Genome	39	7502
Unannotated_Match_Genome	40	6819
Unannotated_Match_Genome	41	13660
Unannotated_Match_Genome	42	3719
Unannotated_Match_Genome	43	2697
Unannotated_Match_Genome	44	1583
Unannotated_Match_Genome	45	952
Unannotated_Unmatch_Genome	15	2
Unannotated_Unmatch_Genome	16	72
Unannotated_Unmatch_Genome	17	315
Unannotated_Unmatch_Genome	18	820
Unannotated_Unmatch_Genome	19	1981
Unannotated_Unmatch_Genome	20	3103
Unannotated_Unmatch_Genome	21	3327
Unannotated_Unmatch_Genome	22	4195
Unannotated_Unmatch_Genome	23	3465
Unannotated_Unmatch_Genome	24	3254
Unannotated_Unmatch_Genome	25	3283
Unannotated_Unmatch_Genome	26	3165
Unannotated_Unmatch_Genome	27	3829
Unannotated_Unmatch_Genome	28	3387
Unannotated_Unmatch_Genome	29	3954
Unannotated_Unmatch_Genome	30	5431
Unannotated_Unmatch_Genome	31	10066
Unannotated_Unmatch_Genome	32	9897
Unannotated_Unmatch_Genome	33	7705
Unannotated_Unmatch_Genome	34	33530
Unannotated_Unmatch_Genome	35	7264
Unannotated_Unmatch_Genome	36	8720
Unannotated_Unmatch_Genome	37	6166
Unannotated_Unmatch_Genome	38	7916
Unannotated_Unmatch_Genome	39	20996
Unannotated_Unmatch_Genome	40	7714
Unannotated_Unmatch_Genome	41	39221
Unannotated_Unmatch_Genome	42	3186
Unannotated_Unmatch_Genome	43	2098
Unannotated_Unmatch_Genome	44	1297
Unannotated_Unmatch_Genome	45	962
